Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2019,7,General City Responsibilities,228996,,790,"SEIU, Local 1021, Misc",9200,Airport Operation,9220,Aviation Security Ops Sup,8567220,21753.4,6240.5,126.51,28120.41,4542.73,3595.6,1856.48,12196.95,40317.36
Calendar,2019,7,General City Responsibilities,229975,,38,"Plumbers, Local 38",7300,Journeyman Trade,7347,Plumber,8552173,79148.55,476.57,1224,80849.12,12089.32,0,6932.74,19022.06,99871.18
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2736,Porter,8565951,56118,9557.32,3174.75,68850.07,11334.35,11935.8,5621.65,43559.14,112409.21
Calendar,2019,7,General City Responsibilities,232108,,790,"SEIU, Local 1021, Misc",9200,Airport Operation,9209,Community Police Services Aide,8576800,56703.35,6225,4268.74,67197.09,11655.56,11935.82,5528.02,43757.88,110954.97
Calendar,2019,7,General City Responsibilities,102644,,200,"TWU, Local 200",9100,Street Transit,9139,Transit Supervisor,8560495,90899,33410.81,8709.5,133019.31,18993.34,11935.8,9760.92,55472.76,188492.07
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q004,Police Officer 3,8577229,114717.04,55305.45,6409.15,176431.64,20443.71,11802.54,2947.34,49720.25,226151.89
Calendar,2019,2,"Public Works, Transportation & Commerce",DBI,,21,"Prof & Tech Eng, Local 21",6200,Public Safety Inspection,6270,Housing Inspector,8579765,111891,0,5395.64,117286.64,21846.27,11950.58,9055.23,57519.08,174805.72
Calendar,2019,2,"Public Works, Transportation & Commerce",AIR,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5207,Assoc Engineer,8586845,144165,0,0,144165,26852.64,9315.1,9805.48,60709.18,204874.18
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5211,Eng/Arch/Landscape Arch Sr,8560486,155142.8,0,6085.32,161228.12,30125.65,11950.58,9885.21,66628.36,227856.48
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2400,"Lab, Pharmacy & Med Techs",2430,Medical Evaluations Assistant,8580088,0,32.84,0,32.84,0,0,2.61,2.61,35.45
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2303,Patient Care Assistant,8532682,47160.54,15168.03,3553.73,65882.3,11347.94,11121.46,5249.02,42046.62,107928.92
Calendar,2019,1,Public Protection,POL,,790,"SEIU, Local 1021, Misc",9200,Airport Operation,9209,Community Police Services Aide,8495641,439.8,74.19,8.78,522.77,85.72,268.44,293.2,624.7,1147.47
Calendar,2019,7,General City Responsibilities,228996,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8602375,56110.9,2418.59,4970.63,63500.12,11676.76,11935.78,5093.83,43373.75,106873.87
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,21,"Prof & Tech Eng, Local 21",6300,Construction Inspection,6318,Construction Inspector,8571833,140796.23,4255.92,0,145052.15,26918.54,11935.78,9863.96,62778.32,207830.47
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8527121,15104.49,0,450.58,15555.07,0,0,1482.88,1482.88,17037.95
Calendar,2019,1,Public Protection,POL,,790,"SEIU, Local 1021, Misc",9200,Airport Operation,9209,Community Police Services Aide,8506850,67057.84,2689.88,8377.27,78124.99,14408.64,11950.62,6071.45,46967.89,125092.88
Calendar,2019,1,Public Protection,SHF,,498,Deputy Sheriffs' Assoc (DSA),8300,Correction & Detention,8304,Deputy Sheriff,8526586,89631.46,36284.31,15026.88,140942.65,34894.01,11225.1,2302.73,61420.8,202363.45
Calendar,2019,7,General City Responsibilities,232048,,790,"SEIU, Local 1021, Misc",3600,Library,3610,Library Assistant,8526524,43738.8,0.22,1637.62,45376.64,8982.5,11935.8,3859.59,31811.31,77187.95
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8566233,56110.9,6656.05,1078.93,63845.88,10932.72,11935.82,5180.5,42716.38,106562.26
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8542743,131582.88,8755.68,2041.44,142380,0,0,9780.18,9780.18,152160.18
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2400,"Lab, Pharmacy & Med Techs",2409,Pharmacy Technician,8566752,82098.09,262.2,552,82912.29,15799.36,11935.76,6567.22,48984.14,131896.43
Calendar,2019,7,General City Responsibilities,229042,,311,Municipal Attorneys Assoc,8100,Legal & Court,8177,Attorney (Civil/Criminal),8564844,182986.01,0,1500,184486.01,34362.89,11935.76,10218.53,71198.98,255684.99
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8499379,69772.57,15536.31,7690.82,92954.64,14694.12,12528.06,7326.02,50021.9,142976.54
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q003,Police Officer 2,8576873,95223.03,31697.91,6609.61,133530.55,18372.4,11343.52,2319.21,46588.25,180118.8
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8505005,56271.9,5492.8,2104.23,63868.93,11067.81,0,5007.6,16075.41,79944.34
Calendar,2019,4,Community Health,DPH,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1053,IS Business Analyst-Senior,8596854,97757.27,0,0,97757.27,18687.11,11743.28,7000.19,52102.98,149860.25
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2400,"Lab, Pharmacy & Med Techs",2430,Medical Evaluations Assistant,8525339,32036.84,157.81,1714.1,33908.75,6419.91,4680.74,2552.55,22699.7,56608.45
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8498987,0,1005.03,0,1005.03,0,0,604.49,604.49,1609.52
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8587106,29206.64,0,841,30047.64,0,0,2361.93,2361.93,32409.57
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,21,"Prof & Tech Eng, Local 21",6300,Construction Inspection,6318,Construction Inspector,10180144,21660,575.34,0,22235.34,0,7197.74,1744.35,8738.07,30973.41
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,8506016,107582.4,58264.46,10828.24,176675.1,22056.37,11935.78,9841.66,58501.21,235176.31
Calendar,2019,7,General City Responsibilities,229975,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,8517845,124863.11,0,0,124863.11,23256.96,11950.62,10075.47,59949.99,184813.1
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8499744,68988.98,6234.95,1213.46,76437.39,13321.2,12439.24,5948.8,46969.02,123406.41
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2300,Nursing,2302,Nursing Assistant,8559745,69740,32178.11,6827.72,108745.83,14636.6,11935.8,8570.66,49810.42,158556.25
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8585353,0,182.47,261.54,444.01,0,38.24,381.89,2314.63,2758.64
Calendar,2019,3,Human Welfare & Neighborhood Development,HRC,,323,"Member, Board Or Commission",0,Untitled,112,"BdComm Mbr, Grp3 M=$50/Mtg",8565793,550,0,0,550,0,120.36,17.53,248.89,798.89
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,254,"TWU, Local 250-A, TranFare",9100,Street Transit,9132,Transit Fare Inspector,8493474,59200.28,144.51,1567.74,60912.53,11518,11950.6,4887.67,43023.19,103935.72
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8529165,25756.84,141.36,974.74,26872.94,5939.62,7049.72,2029.54,24176.38,51049.32
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8533103,68897.97,5839.1,1372.66,76109.73,13334.57,12409.56,5825.66,46830.35,122940.08
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8597838,66496.76,22906.24,1052.79,90455.79,12814.13,11787.74,6850.48,46383.13,136838.92
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",1600,"Payroll, Billing & Accounting",1634,Principal Account Clerk,8565264,8931.01,973.15,0,9904.16,1706.71,3580.7,776.09,5952.76,15856.92
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8533100,65257.38,4599.23,1698.02,71554.63,13474.55,12528.04,5825.55,47128.84,118683.47
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q003,Police Officer 2,8577195,97850.06,7801.08,1101.45,106752.59,17845.4,8073.06,1750.58,42166.58,148919.17
Calendar,2019,7,General City Responsibilities,232331,,790,"SEIU, Local 1021, Misc",8300,Correction & Detention,8300,Sheriff's Cadet,8551804,0,284.41,0,284.41,0,0,22.52,22.52,306.93
Calendar,2019,7,General City Responsibilities,102644,,351,"Municipal Exec Assoc, Misc",9100,Street Transit,9174,"Manager IV, MTA",8583001,69608.62,0,0,69608.62,12961.14,0,12711.23,25672.37,95280.99
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1426,Senior Clerk Typist,8556533,61263.01,0,627,61890.01,11830.87,11935.84,5088.32,43522.37,105412.38
Calendar,2019,5,Culture & Recreation,REC,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,8497237,11928.99,0,0,11928.99,0,0,926.12,926.12,12855.11
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,130,"Auto Machinist, Local 1414",7300,Journeyman Trade,7381,Automotive Mechanic,8516228,36483.21,1026.49,282.83,37792.53,7546.28,3580.74,3536.86,23112.46,60904.99
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",2400,"Lab, Pharmacy & Med Techs",2467,Diagnostic Imaging Tech I,8494080,92392.12,10975.75,12278.25,115646.12,19886.61,11624.86,9287.48,55330.23,170976.35
Calendar,2019,7,General City Responsibilities,102644,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8214,Parking Control Officer,8570614,0,13.64,0,13.64,0,0,1.06,1.06,14.7
Calendar,2019,6,General Administration & Finance,CPC,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5293,Planner IV,8514211,124916.04,0,0,124916.04,23267.38,11950.62,9430.18,59315.12,184231.16
Calendar,2019,7,General City Responsibilities,229975,,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3434,Arborist Technician,8547794,46935.53,13467.64,3399.72,63802.89,9098.1,11269.52,5104.73,29519.45,93322.34
Calendar,2019,7,General City Responsibilities,208646,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1478,Utility Services Represtve,9610148,16146,0,0,16146,3085.48,5537.54,1296.76,11836.24,27982.24
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,8589778,45197.78,9692.84,0,54890.62,10160.45,11536.04,4218.03,35936.78,90827.4
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8569948,45417.17,20867.31,1532.25,67816.73,10458.08,12409.6,4918.93,43133.35,110950.08
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q002,Police Officer,8513818,77550.11,6399.81,4333.19,88283.11,14957.39,11639.66,1431.99,42704.14,130987.25
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,8524517,107234.11,7543.39,5903.3,120680.8,20315.3,11787.72,1978.02,48752.28,169433.08
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H003,EMT/Paramedic/Firefighter,8552130,124851.85,59709.63,16726.34,201287.82,25691,14660.14,3419.27,61711.59,262999.41
Calendar,2019,6,General Administration & Finance,ADM,,790,"SEIU, Local 1021, Misc",1900,Purchasing & Storekeeping,1929,Parts Storekeeper,8555223,62612.8,0,0,62612.8,12628.66,11935.8,5158.25,44390.05,107002.85
Calendar,2019,7,General City Responsibilities,102644,,130,"Auto Machinist, Local 1414",7300,Journeyman Trade,7320,Apprntce Automotive Machinist1,8594582,46077.6,7015.12,611.81,53704.53,10316.75,11935.8,4314.96,37070.89,90775.42
Calendar,2019,4,Community Health,DPH,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1063,IS Programmer Analyst-Senior,8582969,101049,0,0,101049,19316.47,11935.8,8240.04,54159.67,155208.67
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2940,Protective Services Worker,8670021,76582,0,4765.54,81347.54,15545.55,11935.78,6575.41,47570.6,128918.14
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2736,Porter,8525148,49946.3,881.33,0,50827.63,11231.31,11935.82,4209.28,42043.69,92871.32
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2940,Protective Services Worker,8586555,97213,0,5552.65,102765.65,19644.61,11950.64,8146.64,54408.81,157174.46
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8599688,63069.58,8750.04,696.67,72516.29,12093.5,9818.52,5457.75,42885.57,115401.86
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2940,Protective Services Worker,8591827,97213,0,1592,98805,18887.54,11935.76,8023.27,53513.97,152318.97
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2303,Patient Care Assistant,8510124,55312.78,3014.05,4494.61,62821.44,11433.12,11935.82,5097.32,43104.76,105926.2
Calendar,2019,7,General City Responsibilities,229982,,261,"Laborers, Local 261",9900,Public Service Aide,9916,Public Svc Aide-Public Works,10580151,1452.21,0,0,1452.21,0,0,120.56,120.56,1572.77
Calendar,2019,7,General City Responsibilities,232300,,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,8566369,42283.61,9.73,320,42613.34,8252.65,11935.76,3455.26,28826.43,71439.77
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2913,Program Specialist,8493913,84763.02,236.47,0,84999.49,16203.25,11950.56,6720.68,49541.49,134540.98
Calendar,2019,7,General City Responsibilities,240658,,164,"Physician/Dentists 8-CC, UAPD",2200,Medical & Dental,2230,Physician Specialist,8599576,80461.01,0,0,80461.01,14981.78,5954.04,6335.03,31175.31,111636.32
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,261,"Laborers, Local 261",9900,Public Service Aide,9916,Public Svc Aide-Public Works,9540140,15824.2,578.58,504.38,16907.16,0,0,1361.27,1361.27,18268.43
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8548092,103464.11,62228.31,18477.75,184170.17,21894.76,14660.12,3028.5,57178.56,241348.73
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8494138,63495.05,5582.01,1869.35,70946.41,12397.2,12646.46,5464.93,45719.71,116666.12
Calendar,2019,7,General City Responsibilities,230001,,790,"SEIU, Local 1021, Misc",3300,Park & Zoo,3302,Admission Attendant,8494147,40819.72,13888.12,220,54927.84,9359.77,10440.34,4965.3,37467.75,92395.59
Calendar,2019,7,General City Responsibilities,240658,,790,"SEIU, Local 1021, Misc",2500,Med Therapy & Auxiliary,2587,Health Worker 3,8596727,2645.46,0,0,2645.46,0,0,0,0,2645.46
Calendar,2019,7,General City Responsibilities,229313,,790,"SEIU, Local 1021, Misc",8100,Legal & Court,8133,Victim/Witness Investigator 3,8515728,78668.75,131.79,0,78800.54,15038.17,11950.58,6447.4,47973.37,126773.91
Calendar,2019,6,General Administration & Finance,MYR,,2,Mgt. Unrepresented Employees,0,Untitled,901,Mayoral Staff XIII,8567727,40236.93,0,0,40236.93,7689.25,0,6336.66,14025.91,54262.84
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,10020161,14536,469.61,544.66,15550.27,3323.55,9566.76,1193.92,13818.15,29368.42
Calendar,2019,7,General City Responsibilities,232300,,22,"Prof & Tech Eng, Local 21",1200,Personnel,1241,Human Resources Analyst,8508281,33849.01,0,0,33849.01,6468.57,10757.02,2718.1,19611.01,53460.02
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8597869,56096.2,3464.58,1638.1,61198.88,11016.51,12054.24,4668.34,42720.57,103919.45
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,10000165,28994.49,4724.1,1051.83,34770.42,5594.62,6664.7,2757.18,14826.42,49596.84
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1052,IS Business Analyst,8514878,96225.02,0,0,96225.02,18394.34,11950.58,7543.85,52541.35,148766.37
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,10110143,13919.6,0,0,13919.6,2591.82,5358.82,1072,8867.24,22786.84
Calendar,2019,7,General City Responsibilities,208646,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1478,Utility Services Represtve,8497206,59888.4,468.09,0,60356.49,11647.63,11935.84,4990.62,43241.39,103597.88
Calendar,2019,1,Public Protection,SHF,,499,Sheriffs' Mgrs and Supv (MSA),8300,Correction & Detention,8308,Sheriff's Sergeant,8526924,115358.26,2006.72,23273.66,140638.64,40618.15,11950.6,2341.05,68926.18,209564.82
Calendar,2019,7,General City Responsibilities,232031,,22,"Prof & Tech Eng, Local 21",1200,Personnel,1231,EEO Senior Specialist,8527507,99594.37,0,4979.73,104574.1,19919.45,11935.76,8593.98,51539.01,156113.11
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8201,School Crossing Guard,8533211,7594.36,0,0,7594.36,0,0,596.96,596.96,8191.32
Calendar,2019,1,Public Protection,DAT,,790,"SEIU, Local 1021, Misc",8100,Legal & Court,8133,Victim/Witness Investigator 3,8551092,85507.06,0.44,0,85507.5,16345.41,11950.58,6979.34,49942.27,135449.77
Calendar,2019,7,General City Responsibilities,229982,,261,"Laborers, Local 261",9900,Public Service Aide,9916,Public Svc Aide-Public Works,8603260,12941.58,124.85,1366.58,14433.01,3104.92,0,1287.5,4392.42,18825.43
Calendar,2019,3,Human Welfare & Neighborhood Development,HOM,,790,"SEIU, Local 1021, Misc",2900,Human Services,2930,Behavioral Health Clinician,8507293,90558.02,0,0,90558.02,16925.98,11353.78,7170.84,50136.06,140694.08
Calendar,2019,7,General City Responsibilities,DEM,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8238,Public SafetyComm Disp,8549014,0,257.7,0,257.7,0,0,20.42,20.42,278.12
Calendar,2019,7,General City Responsibilities,102644,,130,"Auto Machinist, Local 1414",7300,Journeyman Trade,7381,Automotive Mechanic,8516266,28064.01,1924.04,664.19,30652.24,5489.96,9581.56,2460.85,17220.93,47873.17
Calendar,2019,7,General City Responsibilities,102644,,790,"SEIU, Local 1021, Misc",1900,Purchasing & Storekeeping,1929,Parts Storekeeper,8556799,0,49.68,0,49.68,0,0,3.93,3.93,53.61
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,8603056,10006.34,0,416.76,10423.1,0,0,809.81,809.81,11232.91
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,261,"Laborers, Local 261",9900,Public Service Aide,9916,Public Svc Aide-Public Works,8571326,5264.35,0,0,5264.35,0,5095.28,415.54,5361.82,10626.17
Calendar,2019,6,General Administration & Finance,ADM,,790,"SEIU, Local 1021, Misc",1300,Pub Relations & Spec Assts,1324,Customer Service Agent,8560252,70915.75,2403,534.57,73853.32,13658.49,11299.08,6004.82,45444.57,119297.89
Calendar,2019,5,Culture & Recreation,REC,,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,8604750,42283.6,1300.36,60.75,43644.71,8201.18,11935.82,3592.52,28912.26,72556.97
Calendar,2019,5,Culture & Recreation,LIB,,790,"SEIU, Local 1021, Misc",3600,Library,3602,Library Page,8576477,20137.47,0,391.82,20529.29,4873.39,7760.42,1735.82,19868.39,40397.68
Calendar,2019,7,General City Responsibilities,228996,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8567295,15021.8,0,1272.89,16294.69,3663.36,0,1341.93,5005.29,21299.98
Calendar,2019,7,General City Responsibilities,228996,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,8602527,77271.36,2251.95,20,79543.31,14773.54,10721.68,6306.09,45346.95,124890.26
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q002,Police Officer,8493758,10903.75,2.15,0,10905.9,2408.8,3879.14,1008.04,7175.98,18081.88
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2905,HSA Sr Eligibility Worker,8527383,66707,34.35,920,67661.35,12927.56,11935.78,5497.96,45043.04,112704.39
Calendar,2019,7,General City Responsibilities,229982,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1404,Clerk,8561209,44422.06,1.31,0,44423.37,9986.02,11950.56,3595.04,35571.94,79995.31
Calendar,2019,5,Culture & Recreation,LIB,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7335,Senior Stationary Engineer,8548478,95674,32057.48,4926.42,132657.9,18288.93,11935.78,9999.27,54891.34,187549.24
Calendar,2019,7,General City Responsibilities,232076,,790,"SEIU, Local 1021, Misc",8100,Legal & Court,8106,Legal Process Clerk,9710147,22990.02,0,0,22990.02,5168.13,11935.78,1583.73,19513.06,42503.08
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,261,"Laborers, Local 261",9900,Public Service Aide,9916,Public Svc Aide-Public Works,8910128,9963.2,0,0,9963.2,0,0,828.17,828.17,10791.37
Calendar,2019,1,Public Protection,CRT,,792,Utd Pub EmpL790 SEIU-Crt Clrks,0,Untitled,420C,Deputy Court Clerk II,8554632,51457.01,0,0,51457.01,11570.87,11950.56,4260.5,42434.49,93891.5
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2312,Licensed Vocational Nurse,8532720,74709.8,23531.53,26.14,98267.47,14349.28,11935.78,7834.09,48786.53,147054
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5203,Assistant Engineer,8551730,89740.21,0,0,89740.21,17154.39,11935.78,7222.07,50979.6,140719.81
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q004,Police Officer 3,8500742,11879.27,557.63,626.63,13063.53,2170.25,2238.16,216.61,4555.62,17619.15
Calendar,2019,7,General City Responsibilities,102644,,351,"Municipal Exec Assoc, Misc",9100,Street Transit,9183,"Deputy Dir I, MTA",8573824,198480.09,0,0,198480.09,36969.19,11935.8,18075.93,81662.66,280142.75
Calendar,2019,7,General City Responsibilities,229975,,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,8589275,23773.12,0,895.11,24668.23,5614.43,2341.34,2438.34,19943.25,44611.48
Calendar,2019,5,Culture & Recreation,WAR,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8207,Bldg & Grounds Patrol Officer,8589769,52523.81,23.19,0,52547,10040.77,10943.74,4361.85,40039.68,92586.68
Calendar,2019,7,General City Responsibilities,232331,,498,Deputy Sheriffs' Assoc (DSA),8300,Correction & Detention,8304,Deputy Sheriff,8562664,94625.86,8051.29,13771.37,116448.52,35230.8,10484.76,1949.02,62095.98,178544.5
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8598918,89448.39,0,9320.05,98768.44,17813.34,5983.7,471.1,42436.44,141204.88
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2918,HSA Social Worker,8535553,78813.04,895.09,1283.93,80992.06,15083.49,11935.78,6569.43,48256.1,129248.16
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8533042,0,17.81,193.97,211.78,0,0,810.44,810.44,1022.22
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",9900,Public Service Aide,9910,Public Service Trainee,8529325,20982.85,575.88,262.45,21821.18,3978.08,4532.64,1798.88,22460.06,44281.24
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q052,Sergeant 3,8506951,132124.34,21384.44,13701.57,167210.35,24218.31,11787.7,2836.78,52936.49,220146.84
Calendar,2019,7,General City Responsibilities,102644,,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,8506138,63750,10722.48,5865,80337.48,13303.41,11935.78,6385.72,37039.01,117376.49
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8510259,101356,4495.25,5897.63,111748.88,22176.1,9862.88,7909.8,53156.46,164905.34
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8214,Parking Control Officer,8573428,57940.8,9267.03,5513.54,72721.37,12573.07,11935.76,6179.9,45125.41,117846.78
Calendar,2019,1,Public Protection,SHF,,498,Deputy Sheriffs' Assoc (DSA),8300,Correction & Detention,8504,Deputy Sheriff (SFERS),8524581,84500.7,1824.35,4235.74,90560.79,16598.5,11343.52,911.25,43550.57,134111.36
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2390,Sterile Processing & Dist Tech,10530173,7566.1,0,0,7566.1,1445.88,0,607.77,2053.65,9619.75
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8548007,105732.05,21752.25,17707.47,145191.77,22912.87,14304.76,2373.08,57194.37,202386.14
